indicator_code,indicator_name,unit,domain,data_type,country_code,country_name,region,income,year,query_type,ground_truth_value
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,YEM,Yemen,MNA,LIC,2022,POSITIVE,41.0881718745755
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,YEM,Yemen,MNA,LIC,2023,POSITIVE,39.4851087238631
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,YEM,Yemen,MNA,LIC,2024,POSITIVE,38.1429738055437
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2000,POSITIVE,165.457867681709
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2001,POSITIVE,162.486669333879
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2002,POSITIVE,159.047119631176
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2003,POSITIVE,155.590402786042
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2004,POSITIVE,151.825308752156
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2005,POSITIVE,147.910171740256
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2006,POSITIVE,143.480960757692
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2007,POSITIVE,139.312008593441
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2008,POSITIVE,135.465913119195
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2009,POSITIVE,489.290961311267
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2010,POSITIVE,150.740632178403
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2011,POSITIVE,125.090355723804
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2012,POSITIVE,121.940492792421
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2013,POSITIVE,134.211372264786
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2014,POSITIVE,186.847163506313
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2015,POSITIVE,113.706548131951
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2016,POSITIVE,126.768881866546
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2017,POSITIVE,155.207764928732
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2018,POSITIVE,120.233071331939
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2019,POSITIVE,254.691597697322
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2020,POSITIVE,124.187852358338
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2021,POSITIVE,178.700096791505
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2022,POSITIVE,424.579201665498
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2023,POSITIVE,92.6056815279805
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAF,Central African Republic,WCA,LIC,2024,POSITIVE,89.7277827228626
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2000,POSITIVE,174.832855781427
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2001,POSITIVE,169.31889540202
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2002,POSITIVE,163.566818316076
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2003,POSITIVE,157.689513738582
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2004,POSITIVE,151.585259015807
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2005,POSITIVE,145.329781085407
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2006,POSITIVE,139.055299376116
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2007,POSITIVE,132.800429922331
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2008,POSITIVE,126.462434165059
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2009,POSITIVE,120.172913877722
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2010,POSITIVE,114.303398408977
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2011,POSITIVE,108.591432844012
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2012,POSITIVE,103.556925885288
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2013,POSITIVE,99.1117216102778
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2014,POSITIVE,95.1637433847005
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2015,POSITIVE,91.6014700659797
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2016,POSITIVE,88.221124118301
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2017,POSITIVE,85.1305189238695
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2018,POSITIVE,82.2184876137811
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2019,POSITIVE,79.4528780651149
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2020,POSITIVE,76.7453557431808
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2021,POSITIVE,74.349986353217
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2022,POSITIVE,72.0308932266975
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2023,POSITIVE,69.6960638564149
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,GNB,Guinea-Bissau,WCA,LIC,2024,POSITIVE,67.3361328119606
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2000,POSITIVE,79.8658048113412
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2001,POSITIVE,76.7715865226264
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2002,POSITIVE,73.7894257813725
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2003,POSITIVE,70.999287207487
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2004,POSITIVE,68.3301855711673
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2005,POSITIVE,65.8327169171313
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2006,POSITIVE,63.4178353516756
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2007,POSITIVE,61.2390950357402
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2008,POSITIVE,59.2073969313136
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2009,POSITIVE,57.3240310786965
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2010,POSITIVE,55.5594612036873
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2011,POSITIVE,54.0064609469682
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2012,POSITIVE,52.5474162671923
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2013,POSITIVE,51.2125088952889
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2014,POSITIVE,50.0252597703319
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2015,POSITIVE,48.906893775743
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2016,POSITIVE,47.8514545394338
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2017,POSITIVE,46.8588547986506
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2018,POSITIVE,45.8498175995742
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2019,POSITIVE,44.8398483640025
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2020,POSITIVE,43.7215005841554
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2021,POSITIVE,42.5886454376546
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2022,POSITIVE,41.3710666956507
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2023,POSITIVE,40.1859199193298
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COM,Comoros,ESA,LIC,2024,POSITIVE,38.9734472132848
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2000,POSITIVE,151.756215776661
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2001,POSITIVE,143.188146340069
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2002,POSITIVE,132.8554195954
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2003,POSITIVE,122.091023919134
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2004,POSITIVE,111.714075449583
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2005,POSITIVE,102.65943263002
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2006,POSITIVE,94.7682778865784
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2007,POSITIVE,89.0728148697362
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2008,POSITIVE,84.23194306372
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2009,POSITIVE,78.4234013469032
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2010,POSITIVE,74.3343646479696
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2011,POSITIVE,71.8395522398654
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2012,POSITIVE,69.2150778102739
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2013,POSITIVE,65.9835589149996
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2014,POSITIVE,62.5756431916158
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2015,POSITIVE,60.1602562723903
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2016,POSITIVE,57.1379844688831
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2017,POSITIVE,55.1533513970925
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2018,POSITIVE,54.6752453823209
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2019,POSITIVE,53.4757184145862
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2020,POSITIVE,52.4710956050654
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2021,POSITIVE,50.3543903938898
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2022,POSITIVE,49.4846083677702
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2023,POSITIVE,49.133866067513
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZMB,Zambia,ESA,LIC,2024,POSITIVE,48.3652143961706
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2000,POSITIVE,52.4181424685762
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2001,POSITIVE,50.198362765422
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2002,POSITIVE,48.0132004531244
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2003,POSITIVE,45.8367649470543
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2004,POSITIVE,43.6299665506393
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2005,POSITIVE,41.3936053247893
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2006,POSITIVE,39.1512157788929
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2007,POSITIVE,36.9394722100412
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2008,POSITIVE,34.7973366704543
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2009,POSITIVE,32.7956376619775
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2010,POSITIVE,30.9124624339446
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2011,POSITIVE,29.1637186459428
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2012,POSITIVE,27.5224915689206
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2013,POSITIVE,25.9505515437546
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2014,POSITIVE,24.4726959746674
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2015,POSITIVE,23.128328880512
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2016,POSITIVE,21.8943045572518
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2017,POSITIVE,20.819717117869
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2018,POSITIVE,19.9208689046281
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2019,POSITIVE,19.0733740565532
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2020,POSITIVE,18.3278133014936
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2021,POSITIVE,17.624524939407
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2022,POSITIVE,16.9797877146966
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2023,POSITIVE,16.3179754829336
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MAR,Morocco,MNA,LMC,2024,POSITIVE,15.7315030404638
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2000,POSITIVE,41.6936057426721
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2001,POSITIVE,40.1653886367019
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2002,POSITIVE,38.5910097276341
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2003,POSITIVE,37.0015595229242
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2004,POSITIVE,35.4302571545235
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2005,POSITIVE,33.9266559432102
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2006,POSITIVE,32.5199302327891
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2007,POSITIVE,31.2308719652108
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2008,POSITIVE,30.0598284262153
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2009,POSITIVE,29.0149343069942
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2010,POSITIVE,28.0897833431847
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2011,POSITIVE,27.2825744285144
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2012,POSITIVE,26.56630898447
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2013,POSITIVE,25.948047639108
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2014,POSITIVE,25.4021080944743
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2015,POSITIVE,24.9102378764238
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2016,POSITIVE,24.4555924949313
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2017,POSITIVE,24.0348261165257
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2018,POSITIVE,23.6525446831753
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2019,POSITIVE,23.2817921196319
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2020,POSITIVE,22.9212293664691
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2021,POSITIVE,22.5991185296161
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2022,POSITIVE,22.2843959166658
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2023,POSITIVE,21.9786143991698
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,DZA,Algeria,MNA,LMC,2024,POSITIVE,21.6402794757543
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,LAO,Laos,EAP,LMC,2000,POSITIVE,100.123544257877
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,LAO,Laos,EAP,LMC,2001,POSITIVE,95.597156294953
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,LAO,Laos,EAP,LMC,2002,POSITIVE,91.0782466695601
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,LAO,Laos,EAP,LMC,2003,POSITIVE,86.5818243976725
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,LAO,Laos,EAP,LMC,2004,POSITIVE,82.1166220026598
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,LAO,Laos,EAP,LMC,2005,POSITIVE,77.72503233027
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,LAO,Laos,EAP,LMC,2006,POSITIVE,73.5069533353133
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,LAO,Laos,EAP,LMC,2007,POSITIVE,69.451247578756
