country_code,country_name,period,geo_type,indicator,indicator_name,value,unit,unit_name,sex,age,wealth_quintile,residence,maternal_edu_lvl,lower_bound,upper_bound,obs_status,obs_status_name,data_source,ref_period,country_notes,indicator_code,year
BHR,Bahrain,2024.0,0,CME_MRY0T4,Under-five mortality rate,8.76694545312907,D_PER_1000_B,,_T,,_T,,,7.84203840098569,9.81236025909191,A,,UN_IGME,,,CME_MRY0T4,2024
BLR,Belarus,2000.0,0,CME_MRY0T4,Under-five mortality rate,12.7619260597762,D_PER_1000_B,,_T,,_T,,,12.4603740941053,13.0714627154115,A,,UN_IGME,,,CME_MRY0T4,2000
BLR,Belarus,2001.0,0,CME_MRY0T4,Under-five mortality rate,11.8313034101308,D_PER_1000_B,,_T,,_T,,,11.5434790615598,12.1263645994238,A,,UN_IGME,,,CME_MRY0T4,2001
BLR,Belarus,2002.0,0,CME_MRY0T4,Under-five mortality rate,10.9457755663546,D_PER_1000_B,,_T,,_T,,,10.6578345286483,11.2313891732497,A,,UN_IGME,,,CME_MRY0T4,2002
BLR,Belarus,2003.0,0,CME_MRY0T4,Under-five mortality rate,10.148280550273,D_PER_1000_B,,_T,,_T,,,9.87560038525886,10.4176399317502,A,,UN_IGME,,,CME_MRY0T4,2003
BLR,Belarus,2004.0,0,CME_MRY0T4,Under-five mortality rate,9.43167580104528,D_PER_1000_B,,_T,,_T,,,9.1873988042415,9.680699170013,A,,UN_IGME,,,CME_MRY0T4,2004
BLR,Belarus,2005.0,0,CME_MRY0T4,Under-five mortality rate,8.73509936229358,D_PER_1000_B,,_T,,_T,,,8.49526726950699,8.99074587627435,A,,UN_IGME,,,CME_MRY0T4,2005
BLR,Belarus,2006.0,0,CME_MRY0T4,Under-five mortality rate,8.01286672674611,D_PER_1000_B,,_T,,_T,,,7.79329204464437,8.24154074979023,A,,UN_IGME,,,CME_MRY0T4,2006
BLR,Belarus,2007.0,0,CME_MRY0T4,Under-five mortality rate,7.29464568521271,D_PER_1000_B,,_T,,_T,,,7.09518512402842,7.5028224091823,A,,UN_IGME,,,CME_MRY0T4,2007
BLR,Belarus,2008.0,0,CME_MRY0T4,Under-five mortality rate,6.63990708287133,D_PER_1000_B,,_T,,_T,,,6.44906945520527,6.83715125153774,A,,UN_IGME,,,CME_MRY0T4,2008
BLR,Belarus,2009.0,0,CME_MRY0T4,Under-five mortality rate,6.07378138882228,D_PER_1000_B,,_T,,_T,,,5.88996556620104,6.25390520977941,A,,UN_IGME,,,CME_MRY0T4,2009
BLR,Belarus,2010.0,0,CME_MRY0T4,Under-five mortality rate,5.59327825106657,D_PER_1000_B,,_T,,_T,,,5.41346138327034,5.76437853644328,A,,UN_IGME,,,CME_MRY0T4,2010
BLR,Belarus,2011.0,0,CME_MRY0T4,Under-five mortality rate,5.19184511565271,D_PER_1000_B,,_T,,_T,,,5.02751745545104,5.35516265339498,A,,UN_IGME,,,CME_MRY0T4,2011
BLR,Belarus,2012.0,0,CME_MRY0T4,Under-five mortality rate,4.85941045363393,D_PER_1000_B,,_T,,_T,,,4.70842679478277,5.01413246464148,A,,UN_IGME,,,CME_MRY0T4,2012
BLR,Belarus,2013.0,0,CME_MRY0T4,Under-five mortality rate,4.57510530186479,D_PER_1000_B,,_T,,_T,,,4.42752597914646,4.72773948696978,A,,UN_IGME,,,CME_MRY0T4,2013
BLR,Belarus,2014.0,0,CME_MRY0T4,Under-five mortality rate,4.32499121540756,D_PER_1000_B,,_T,,_T,,,4.18385853328826,4.46940153667193,A,,UN_IGME,,,CME_MRY0T4,2014
BLR,Belarus,2015.0,0,CME_MRY0T4,Under-five mortality rate,4.08852595216743,D_PER_1000_B,,_T,,_T,,,3.94810943314784,4.23175884558536,A,,UN_IGME,,,CME_MRY0T4,2015
BLR,Belarus,2016.0,0,CME_MRY0T4,Under-five mortality rate,3.85431203029741,D_PER_1000_B,,_T,,_T,,,3.71876852300663,3.99633421785804,A,,UN_IGME,,,CME_MRY0T4,2016
BLR,Belarus,2017.0,0,CME_MRY0T4,Under-five mortality rate,3.61598935223163,D_PER_1000_B,,_T,,_T,,,3.47672231210738,3.76085000889554,A,,UN_IGME,,,CME_MRY0T4,2017
BLR,Belarus,2018.0,0,CME_MRY0T4,Under-five mortality rate,3.37140593592246,D_PER_1000_B,,_T,,_T,,,3.21005483987297,3.54478237364992,A,,UN_IGME,,,CME_MRY0T4,2018
BLR,Belarus,2019.0,0,CME_MRY0T4,Under-five mortality rate,3.13064369573523,D_PER_1000_B,,_T,,_T,,,2.9146376783697,3.36073741651917,A,,UN_IGME,,,CME_MRY0T4,2019
BLR,Belarus,2020.0,0,CME_MRY0T4,Under-five mortality rate,2.90968501681381,D_PER_1000_B,,_T,,_T,,,2.62002023384446,3.21916341035843,A,,UN_IGME,,,CME_MRY0T4,2020
BLR,Belarus,2021.0,0,CME_MRY0T4,Under-five mortality rate,2.72991756453827,D_PER_1000_B,,_T,,_T,,,2.3640183388166,3.1221848642027,A,,UN_IGME,,,CME_MRY0T4,2021
BLR,Belarus,2022.0,0,CME_MRY0T4,Under-five mortality rate,2.57839583276599,D_PER_1000_B,,_T,,_T,,,2.13760231058426,3.06915797576059,A,,UN_IGME,,,CME_MRY0T4,2022
BLR,Belarus,2023.0,0,CME_MRY0T4,Under-five mortality rate,2.44868474128095,D_PER_1000_B,,_T,,_T,,,1.9406803101738,3.04134228418283,A,,UN_IGME,,,CME_MRY0T4,2023
BLR,Belarus,2024.0,0,CME_MRY0T4,Under-five mortality rate,2.33133623833552,D_PER_1000_B,,_T,,_T,,,1.77903802704919,3.01486610356024,A,,UN_IGME,,,CME_MRY0T4,2024
CAF,Central African Republic,2000.0,0,CME_MRY0T4,Under-five mortality rate,165.457867681709,D_PER_1000_B,,_T,,_T,,,149.898479972944,184.10721329504,A,,UN_IGME,,,CME_MRY0T4,2000
CAF,Central African Republic,2001.0,0,CME_MRY0T4,Under-five mortality rate,162.486669333879,D_PER_1000_B,,_T,,_T,,,147.062822862988,181.177967242341,A,,UN_IGME,,,CME_MRY0T4,2001
CAF,Central African Republic,2002.0,0,CME_MRY0T4,Under-five mortality rate,159.047119631176,D_PER_1000_B,,_T,,_T,,,143.768910378288,177.807233340482,A,,UN_IGME,,,CME_MRY0T4,2002
CAF,Central African Republic,2003.0,0,CME_MRY0T4,Under-five mortality rate,155.590402786042,D_PER_1000_B,,_T,,_T,,,140.177967600472,174.163524711012,A,,UN_IGME,,,CME_MRY0T4,2003
CAF,Central African Republic,2004.0,0,CME_MRY0T4,Under-five mortality rate,151.825308752156,D_PER_1000_B,,_T,,_T,,,136.59291902561,169.743479051478,A,,UN_IGME,,,CME_MRY0T4,2004
CAF,Central African Republic,2005.0,0,CME_MRY0T4,Under-five mortality rate,147.910171740256,D_PER_1000_B,,_T,,_T,,,132.673360407358,165.407764758055,A,,UN_IGME,,,CME_MRY0T4,2005
CAF,Central African Republic,2006.0,0,CME_MRY0T4,Under-five mortality rate,143.480960757692,D_PER_1000_B,,_T,,_T,,,128.202226056839,160.313545271096,A,,UN_IGME,,,CME_MRY0T4,2006
CAF,Central African Republic,2007.0,0,CME_MRY0T4,Under-five mortality rate,139.312008593441,D_PER_1000_B,,_T,,_T,,,124.176445536561,155.9265584673,A,,UN_IGME,,,CME_MRY0T4,2007
CAF,Central African Republic,2008.0,0,CME_MRY0T4,Under-five mortality rate,135.465913119195,D_PER_1000_B,,_T,,_T,,,120.285258653776,152.210451613248,A,,UN_IGME,,,CME_MRY0T4,2008
CAF,Central African Republic,2009.0,0,CME_MRY0T4,Under-five mortality rate,489.290961311267,D_PER_1000_B,,_T,,_T,,,432.602656462574,552.556373313823,A,,UN_IGME,,,CME_MRY0T4,2009
CAF,Central African Republic,2010.0,0,CME_MRY0T4,Under-five mortality rate,150.740632178403,D_PER_1000_B,,_T,,_T,,,132.582185289791,171.122670854336,A,,UN_IGME,,,CME_MRY0T4,2010
CAF,Central African Republic,2011.0,0,CME_MRY0T4,Under-five mortality rate,125.090355723804,D_PER_1000_B,,_T,,_T,,,109.540334159349,142.661273432014,A,,UN_IGME,,,CME_MRY0T4,2011
CAF,Central African Republic,2012.0,0,CME_MRY0T4,Under-five mortality rate,121.940492792421,D_PER_1000_B,,_T,,_T,,,106.092974314091,139.760237581753,A,,UN_IGME,,,CME_MRY0T4,2012
CAF,Central African Republic,2013.0,0,CME_MRY0T4,Under-five mortality rate,134.211372264786,D_PER_1000_B,,_T,,_T,,,116.1778077282,154.486187323821,A,,UN_IGME,,,CME_MRY0T4,2013
CAF,Central African Republic,2014.0,0,CME_MRY0T4,Under-five mortality rate,186.847163506313,D_PER_1000_B,,_T,,_T,,,160.737029677261,216.486374150319,A,,UN_IGME,,,CME_MRY0T4,2014
CAF,Central African Republic,2015.0,0,CME_MRY0T4,Under-five mortality rate,113.706548131951,D_PER_1000_B,,_T,,_T,,,97.1465172407403,132.874511334478,A,,UN_IGME,,,CME_MRY0T4,2015
CAF,Central African Republic,2016.0,0,CME_MRY0T4,Under-five mortality rate,126.768881866546,D_PER_1000_B,,_T,,_T,,,107.213793354631,149.442452494783,A,,UN_IGME,,,CME_MRY0T4,2016
CAF,Central African Republic,2017.0,0,CME_MRY0T4,Under-five mortality rate,155.207764928732,D_PER_1000_B,,_T,,_T,,,129.932721960581,185.120184507291,A,,UN_IGME,,,CME_MRY0T4,2017
CAF,Central African Republic,2018.0,0,CME_MRY0T4,Under-five mortality rate,120.233071331939,D_PER_1000_B,,_T,,_T,,,99.6306967362936,145.02133117729,A,,UN_IGME,,,CME_MRY0T4,2018
CAF,Central African Republic,2019.0,0,CME_MRY0T4,Under-five mortality rate,254.691597697322,D_PER_1000_B,,_T,,_T,,,208.646615584552,311.332166768102,A,,UN_IGME,,,CME_MRY0T4,2019
CAF,Central African Republic,2020.0,0,CME_MRY0T4,Under-five mortality rate,124.187852358338,D_PER_1000_B,,_T,,_T,,,100.092128196479,154.727226953679,A,,UN_IGME,,,CME_MRY0T4,2020
CAF,Central African Republic,2021.0,0,CME_MRY0T4,Under-five mortality rate,178.700096791505,D_PER_1000_B,,_T,,_T,,,141.320200964936,227.502463345257,A,,UN_IGME,,,CME_MRY0T4,2021
CAF,Central African Republic,2022.0,0,CME_MRY0T4,Under-five mortality rate,424.579201665498,D_PER_1000_B,,_T,,_T,,,327.997553289066,553.130444091525,A,,UN_IGME,,,CME_MRY0T4,2022
CAF,Central African Republic,2023.0,0,CME_MRY0T4,Under-five mortality rate,92.6056815279805,D_PER_1000_B,,_T,,_T,,,69.1808615955461,123.706807401971,A,,UN_IGME,,,CME_MRY0T4,2023
CAF,Central African Republic,2024.0,0,CME_MRY0T4,Under-five mortality rate,89.7277827228626,D_PER_1000_B,,_T,,_T,,,64.8443350595541,123.053450767606,A,,UN_IGME,,,CME_MRY0T4,2024
COM,Comoros,2000.0,0,CME_MRY0T4,Under-five mortality rate,79.8658048113412,D_PER_1000_B,,_T,,_T,,,66.3704089681218,93.0641152710243,A,,UN_IGME,,,CME_MRY0T4,2000
COM,Comoros,2001.0,0,CME_MRY0T4,Under-five mortality rate,76.7715865226264,D_PER_1000_B,,_T,,_T,,,63.3209742272194,89.9345855396906,A,,UN_IGME,,,CME_MRY0T4,2001
COM,Comoros,2002.0,0,CME_MRY0T4,Under-five mortality rate,73.7894257813725,D_PER_1000_B,,_T,,_T,,,60.2464769062284,86.8225478191302,A,,UN_IGME,,,CME_MRY0T4,2002
COM,Comoros,2003.0,0,CME_MRY0T4,Under-five mortality rate,70.999287207487,D_PER_1000_B,,_T,,_T,,,57.4963841886682,83.8550167215997,A,,UN_IGME,,,CME_MRY0T4,2003
COM,Comoros,2004.0,0,CME_MRY0T4,Under-five mortality rate,68.3301855711673,D_PER_1000_B,,_T,,_T,,,55.0459618287306,81.0772004280353,A,,UN_IGME,,,CME_MRY0T4,2004
COM,Comoros,2005.0,0,CME_MRY0T4,Under-five mortality rate,65.8327169171313,D_PER_1000_B,,_T,,_T,,,52.6248333408569,78.2574596481062,A,,UN_IGME,,,CME_MRY0T4,2005
