indicator_code,country_code,country_name,year,query_type,prompt_type,gt_value,gt_year,a_value,a_year,b_value,b_year,er_a,ya_a,va_a,eqa_a,er_b,ya_b,va_b,eqa_b,hall_a,hall_b,a_tokens,b_tokens,a_latency_ms,b_latency_ms,b_n_tool_calls
CME_MRY0,BRA,Brazil,2024,POSITIVE,baseline_latest,12.2604273106265,2024.0,14.0,2021.0,12.26,2024.0,1.0,0.25,0.8581148401030234,0.21452871002575585,1.0,1.0,0.9999651471669238,0.9999651471669238,False,False,230,6266,5542,13352,3
CME_MRY0,COD,DR Congo,2023,POSITIVE,baseline_latest,56.4237508923435,2024.0,58.0,2021.0,56.4,2024.0,1.0,0.25,0.9720640850222102,0.24301602125555255,1.0,1.0,0.9995790621508163,0.9995790621508163,False,False,221,6496,5407,9980,2
CME_MRY0,COD,DR Congo,2024,POSITIVE,baseline_latest,56.4237508923435,2024.0,58.0,2021.0,56.4,2024.0,1.0,0.25,0.9720640850222102,0.24301602125555255,1.0,1.0,0.9995790621508163,0.9995790621508163,False,False,234,6496,5142,11446,2
CME_MRY0,ETH,Ethiopia,2023,POSITIVE,baseline_latest,34.4908411549248,2024.0,37.0,2022.0,34.49,2024.0,1.0,0.5,0.9272514452806575,0.46362572264032875,1.0,1.0,0.9999756122235169,0.9999756122235169,False,False,243,6172,5008,12182,3
CME_MRY0,FRA,France,2023,POSITIVE,baseline_latest,3.43026340508683,2024.0,3.2,2022.0,3.43,2024.0,1.0,0.5,0.9328729669140375,0.46643648345701877,1.0,1.0,0.9999232114109841,0.9999232114109841,False,False,190,7151,6889,9351,2
CME_MRY0,GBR,United Kingdom,2023,POSITIVE,baseline_latest,4.13423777090843,2024.0,4.3,2021.0,4.13,2024.0,1.0,0.25,0.9599050083045547,0.23997625207613868,1.0,1.0,0.9989749571400439,0.9989749571400439,False,False,238,6219,5220,13224,3
CME_MRY0,GBR,United Kingdom,2024,POSITIVE,baseline_latest,4.13423777090843,2024.0,4.3,2021.0,4.13,2024.0,1.0,0.25,0.9599050083045547,0.23997625207613868,1.0,1.0,0.9989749571400439,0.9989749571400439,False,False,238,6219,4275,11971,3
CME_MRY0,JPN,Japan,2024,POSITIVE,baseline_latest,1.81681975749337,2024.0,2.0,2022.0,1.82,2024.0,1.0,0.5,0.8991753354997856,0.4495876677498928,1.0,1.0,0.9982495553048049,0.9982495553048049,False,False,207,7157,4192,8883,2
CME_MRY0,NER,Niger,2023,POSITIVE,baseline_latest,65.6222279045399,2024.0,40.0,2021.0,65.6,2024.0,1.0,0.25,0.6095495577837995,0.15238738944594987,1.0,1.0,0.999661274765431,0.999661274765431,False,False,205,6172,4104,10056,2
CME_MRY0,NER,Niger,2024,POSITIVE,baseline_latest,65.6222279045399,2024.0,40.0,2022.0,65.6,2024.0,1.0,0.5,0.6095495577837995,0.30477477889189974,1.0,1.0,0.999661274765431,0.999661274765431,False,False,195,6120,4655,15446,3
CME_MRY0T4,AUS,Australia,2024,POSITIVE,baseline_latest,3.60660143105608,2024.0,3.2,2022.0,3.61,2024.0,1.0,0.5,0.8872618893912491,0.44363094469562453,1.0,1.0,0.9990576810304973,0.9990576810304973,False,False,234,7451,6281,10245,2
CME_MRY0T4,BGD,Bangladesh,2024,POSITIVE,baseline_latest,30.4978239397929,2024.0,28.0,2022.0,30.5,2024.0,1.0,0.5,0.918098289742771,0.4590491448713855,1.0,1.0,0.9999286486730531,0.9999286486730531,False,False,234,6504,5637,14291,3
CME_MRY0T4,CHN,China,2024,POSITIVE,baseline_latest,5.72393504988453,2024.0,53.0,2022.0,5.72,2024.0,1.0,0.5,0.0,0.0,1.0,1.0,0.999312527160033,0.999312527160033,False,False,165,6518,5256,9980,2
CME_MRY0T4,FRA,France,2024,POSITIVE,baseline_latest,4.34251513025836,2024.0,4.2,2022.0,4.34,2024.0,1.0,0.5,0.9671814315014532,0.4835907157507266,1.0,1.0,0.9994208125515015,0.9994208125515015,False,False,221,7438,5447,9767,2
CME_MRY0T4,IND,India,2023,POSITIVE,baseline_latest,26.5799002990667,2024.0,32.0,2022.0,26.58,2024.0,1.0,0.5,0.7960827678076876,0.3980413839038438,1.0,1.0,0.9999962490102605,0.9999962490102605,False,False,249,6503,5668,12831,3
CME_MRY0T4,IND,India,2024,POSITIVE,baseline_latest,26.5799002990667,2024.0,32.0,2022.0,26.58,2024.0,1.0,0.5,0.7960827678076876,0.3980413839038438,1.0,1.0,0.9999962490102605,0.9999962490102605,False,False,249,6503,4988,12954,3
CME_MRY0T4,JPN,Japan,2024,POSITIVE,baseline_latest,2.43375404904177,2024.0,2.8,2022.0,2.43,2024.0,1.0,0.5,0.849513983920261,0.4247569919601305,1.0,1.0,0.9984575068120594,0.9984575068120594,False,False,179,7443,4321,9110,2
CME_MRY0T4,MLI,Mali,2024,POSITIVE,baseline_latest,72.9812656876394,2024.0,101.0,2022.0,72.98,2024.0,1.0,0.5,0.6160831954836041,0.30804159774180206,1.0,1.0,0.9999826573624414,0.9999826573624414,False,False,243,6766,4449,10184,2
CME_MRY0T4,NGA,Nigeria,2024,POSITIVE,baseline_latest,115.649433639974,2024.0,200.0,2022.0,115.6,2024.0,1.0,0.5,0.270635716015557,0.1353178580077785,1.0,1.0,0.999572556143008,0.999572556143008,False,False,239,6417,4830,13268,3
CME_MRY0T4,USA,United States,2023,POSITIVE,baseline_latest,6.47246274379297,2024.0,7.0,2022.0,6.47,2024.0,1.0,0.5,0.9184951266482092,0.4592475633241046,1.0,1.0,0.9996195043694409,0.9996195043694409,False,False,181,8476,3731,10278,2
CME_MRY1T4,AUS,Australia,2024,POSITIVE,baseline_latest,0.518588206099957,2024.0,,,0.52,2024.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9972776205022856,0.9972776205022856,False,False,255,8805,4721,11770,3
CME_MRY1T4,CHN,China,2024,POSITIVE,baseline_latest,1.65181513403762,2024.0,,,1.65,2024.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9989011276139702,0.9989011276139702,False,False,273,7853,5404,11745,3
CME_MRY1T4,COD,DR Congo,2024,POSITIVE,baseline_latest,35.2429208954219,2024.0,,2022.0,35.24,2024.0,0.0,0.5,0.0,0.0,1.0,1.0,0.9999171210743125,0.9999171210743125,False,False,260,8126,4785,11568,3
CME_MRY1T4,ETH,Ethiopia,2023,POSITIVE,baseline_latest,10.3713394632658,2024.0,,,10.37,2024.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9998708495396814,0.9998708495396814,False,False,237,8050,4940,12172,3
CME_MRY1T4,GBR,United Kingdom,2024,POSITIVE,baseline_latest,0.547983995547341,2024.0,,,5.54,2019.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,225,9025,4426,12218,3
CME_MRY1T4,JPN,Japan,2024,POSITIVE,baseline_latest,0.618057190062637,2024.0,,,0.62,2024.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9968565854930576,0.9968565854930576,False,False,235,8868,5113,12912,3
CME_MRY1T4,MLI,Mali,2023,POSITIVE,baseline_latest,26.7337085375153,2024.0,,,26.73,2024.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9998612785985118,0.9998612785985118,False,False,280,7931,5269,14466,3
CME_MRY1T4,NER,Niger,2024,POSITIVE,baseline_latest,48.2653993186634,2024.0,,,48.27,2024.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999046795136568,0.9999046795136568,False,False,214,7779,5025,15507,3
CME_MRY1T4,THA,Thailand,2024,POSITIVE,baseline_latest,1.24373418446272,2024.0,,,1.24,2024.0,0.0,0.0,0.0,0.0,1.0,1.0,0.996997602454472,0.996997602454472,False,False,208,8757,5830,12542,3
CME_MRY1T4,TUR,Turkiye,2024,POSITIVE,baseline_latest,1.58597708042851,2024.0,,,1.59,2024.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9974634440679288,0.9974634440679288,False,False,203,10049,3847,14477,3
ED_CR_L1,BRA,Brazil,2019,POSITIVE,baseline_latest,95.5,2019.0,,,95.5,2019.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,208,10275,4707,11289,4
ED_CR_L1,CHN,China,2015,POSITIVE,baseline_latest,97.099998,2015.0,,,97.1,2015.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999794026773,0.9999999794026773,False,False,188,10347,3869,13353,4
ED_CR_L1,COD,DR Congo,2018,POSITIVE,baseline_latest,66.674828,2018.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,182,9513,4143,12564,5
ED_CR_L1,ETH,Ethiopia,2016,POSITIVE,baseline_latest,47.4454,2016.0,,,47.4,2016.0,0.0,0.0,0.0,0.0,1.0,1.0,0.99904311060714,0.99904311060714,False,False,221,10368,4974,12693,4
ED_CR_L1,IND,India,2016,POSITIVE,baseline_latest,91.450996,2016.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,262,9515,5669,10829,5
ED_CR_L1,KEN,Kenya,2014,POSITIVE,baseline_latest,79.0,2014.0,,,79.0,2014.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,232,10326,5205,13528,4
ED_CR_L1,MEX,Mexico,2018,POSITIVE,baseline_latest,97.900002,2018.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,215,9514,4973,11279,5
ED_CR_L1,MLI,Mali,2015,POSITIVE,baseline_latest,45.200001,2015.0,,,45.2,2015.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999778761067,0.9999999778761067,False,False,200,10358,4864,13563,4
ED_CR_L1,NER,Niger,2012,POSITIVE,baseline_latest,29.052469,2012.0,,,29.05,2012.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999150158287753,0.9999150158287753,False,False,214,10360,4924,12540,4
ED_CR_L1,NGA,Nigeria,2018,POSITIVE,baseline_latest,70.599998,2018.0,,2020.0,,,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,241,9515,4829,10241,5
MNCH_BIRTH18,BGD,Bangladesh,2018,POSITIVE,baseline_latest,25.2,2022.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,293,7075,6526,9326,5
MNCH_BIRTH18,COD,DR Congo,2014,POSITIVE,baseline_latest,23.1,2024.0,,,9.17,2016.0,0.0,0.0,0.0,0.0,1.0,0.0,0.396969696969697,0.0,False,False,283,8753,5657,15339,4
MNCH_BIRTH18,COD,DR Congo,2018,POSITIVE,baseline_latest,23.1,2024.0,,,9.17,2016.0,0.0,0.0,0.0,0.0,1.0,0.0,0.396969696969697,0.0,False,False,283,8738,5687,15870,4
MNCH_BIRTH18,IND,India,2016,POSITIVE,baseline_latest,8.3,2021.0,,2019.0,,,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,263,7067,5326,11080,5
MNCH_BIRTH18,MEX,Mexico,2015,POSITIVE,baseline_latest,20.5,2015.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,292,9182,5195,12616,5
MNCH_BIRTH18,MLI,Mali,2013,POSITIVE,baseline_latest,33.2,2024.0,,,3.05,2014.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0918674698795181,0.0,False,False,226,8624,4724,15735,4
MNCH_BIRTH18,MLI,Mali,2015,POSITIVE,baseline_latest,33.2,2024.0,,,3.05,2014.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0918674698795181,0.0,False,False,220,8624,7131,16171,4
MNCH_BIRTH18,NGA,Nigeria,2013,POSITIVE,baseline_latest,21.0,2024.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,286,7065,6543,10823,5
MNCH_BIRTH18,NGA,Nigeria,2024,POSITIVE,baseline_latest,21.0,2024.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,265,7065,5971,10347,5
MNCH_BIRTH18,TUR,Turkiye,2014,POSITIVE,baseline_latest,5.1,2018.0,,,18.0,2022.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,False,False,216,9695,5094,13095,4
MNCH_CSEC,BGD,Bangladesh,2019,POSITIVE,baseline_latest,44.5,2022.0,35.0,2019.0,,,1.0,0.25,0.7865168539325843,0.19662921348314608,0.0,0.0,0.0,0.0,False,False,287,7629,6956,9158,5
MNCH_CSEC,BRA,Brazil,2017,POSITIVE,baseline_latest,56.4,2019.0,57.0,2019.0,,,1.0,1.0,0.9893617021276595,0.9893617021276595,0.0,0.0,0.0,0.0,False,False,271,7104,6061,10501,5
MNCH_CSEC,COD,DR Congo,2018,POSITIVE,baseline_latest,7.9,2024.0,,2013.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,247,7638,6801,8555,5
MNCH_CSEC,COD,DR Congo,2024,POSITIVE,baseline_latest,7.9,2024.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,258,7638,6041,8323,5
MNCH_CSEC,IND,India,2016,POSITIVE,baseline_latest,21.5,2021.0,22.0,2019.0,,,1.0,0.5,0.9767441860465116,0.4883720930232558,0.0,0.0,0.0,0.0,False,False,265,7092,6377,10514,5
MNCH_CSEC,MEX,Mexico,2015,POSITIVE,baseline_latest,40.7,2015.0,50.0,2021.0,,,1.0,0.0,0.7714987714987716,0.0,0.0,0.0,0.0,0.0,False,False,255,7093,6024,9835,5
MNCH_CSEC,MLI,Mali,2024,POSITIVE,baseline_latest,5.1,2024.0,3.0,2019.0,,,1.0,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,False,False,235,7099,6173,8609,5
MNCH_CSEC,NGA,Nigeria,2018,POSITIVE,baseline_latest,5.6,2024.0,4.0,2020.0,,,1.0,0.25,0.7142857142857144,0.1785714285714286,0.0,0.0,0.0,0.0,False,False,247,7629,6086,8188,5
MNCH_CSEC,NGA,Nigeria,2024,POSITIVE,baseline_latest,5.6,2024.0,4.0,2020.0,,,1.0,0.25,0.7142857142857144,0.1785714285714286,0.0,0.0,0.0,0.0,False,False,247,7629,5927,8827,5
MNCH_CSEC,TUR,Turkiye,2018,POSITIVE,baseline_latest,51.5,2018.0,10.0,,,,1.0,0.0,0.19417475728155342,0.0,0.0,0.0,0.0,0.0,False,False,219,7121,5019,9889,5
NT_ANT_HAZ_NE2,BGD,Bangladesh,2019,POSITIVE,baseline_latest,23.6,2022.0,28.0,2019.0,25.1,2020.0,1.0,0.25,0.8135593220338984,0.2033898305084746,1.0,0.5,0.9364406779661016,0.4682203389830508,False,False,248,8229,5749,12595,3
NT_ANT_HAZ_NE2,COD,DR Congo,2023,POSITIVE,baseline_latest,44.7,2023.0,42.0,2018.0,44.7,2017.0,1.0,0.0,0.9395973154362416,0.0,1.0,0.0,1.0,0.0,False,False,238,5315,4672,13168,2
NT_ANT_HAZ_NE2,ETH,Ethiopia,2019,POSITIVE,baseline_latest,36.8,2019.0,37.0,2019.0,35.5,2024.0,1.0,1.0,0.9945652173913043,0.9945652173913043,1.0,0.0,0.9646739130434784,0.0,False,False,260,8310,6845,18883,3
NT_ANT_HAZ_NE2,IND,India,2020,POSITIVE,baseline_latest,35.5,2020.0,38.4,2019.0,32.9,2020.0,1.0,0.75,0.9183098591549296,0.6887323943661972,1.0,1.0,0.9267605633802817,0.9267605633802817,False,False,227,8794,7130,16699,3
NT_ANT_HAZ_NE2,MEX,Mexico,2020,POSITIVE,baseline_latest,12.5,2022.0,12.8,2021.0,12.6,2019.0,1.0,0.75,0.976,0.732,1.0,0.25,0.992,0.248,False,False,178,10057,4062,22355,3
NT_ANT_HAZ_NE2,MEX,Mexico,2021,POSITIVE,baseline_latest,12.5,2022.0,12.8,2021.0,12.6,2019.0,1.0,0.75,0.976,0.732,1.0,0.25,0.992,0.248,False,False,178,10057,5221,16580,3
NT_ANT_HAZ_NE2,NER,Niger,2018,POSITIVE,baseline_latest,47.7,2022.0,48.0,2022.0,48.3,2019.0,1.0,1.0,0.9937106918238995,0.9937106918238995,1.0,0.25,0.9874213836477989,0.24685534591194971,False,False,262,10921,6102,16738,3
NT_ANT_HAZ_NE2,NER,Niger,2019,POSITIVE,baseline_latest,47.7,2022.0,48.0,2022.0,48.3,2019.0,1.0,1.0,0.9937106918238995,0.9937106918238995,1.0,0.25,0.9874213836477989,0.24685534591194971,False,False,262,10921,6454,14898,3
NT_ANT_HAZ_NE2,NGA,Nigeria,2020,POSITIVE,baseline_latest,33.8,2021.0,32.0,2021.0,33.8,2020.0,1.0,1.0,0.9467455621301776,0.9467455621301776,1.0,0.75,1.0,0.75,False,False,256,8258,6913,13489,3
NT_ANT_HAZ_NE2,THA,Thailand,2019,POSITIVE,baseline_latest,12.4,2022.0,8.1,2019.0,12.4,2022.0,1.0,0.25,0.6532258064516129,0.16330645161290322,1.0,1.0,1.0,1.0,False,False,236,5427,5945,11847,2
NT_ANT_WAZ_NE2,BGD,Bangladesh,2018,POSITIVE,baseline_latest,21.7,2022.0,,,21.7,2022.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,266,5642,5848,10601,2
NT_ANT_WAZ_NE2,MEX,Mexico,2020,POSITIVE,baseline_latest,4.2,2022.0,,,4.2,2022.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,271,4604,6046,9186,2
NT_ANT_WAZ_NE2,MEX,Mexico,2021,POSITIVE,baseline_latest,4.2,2022.0,,,4.2,2022.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,274,4604,5436,10372,2
NT_ANT_WAZ_NE2,MLI,Mali,2021,POSITIVE,baseline_latest,15.0,2024.0,,,15.0,2024.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,268,4759,5122,8663,2
NT_ANT_WAZ_NE2,MLI,Mali,2022,POSITIVE,baseline_latest,15.0,2024.0,,,15.0,2024.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,261,4759,4633,9202,2
NT_ANT_WAZ_NE2,NER,Niger,2021,POSITIVE,baseline_latest,34.6,2022.0,,,34.6,2022.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,241,5035,4468,9874,2
NT_ANT_WAZ_NE2,NER,Niger,2022,POSITIVE,baseline_latest,34.6,2022.0,,,31.3,2019.0,0.0,0.0,0.0,0.0,1.0,0.25,0.9046242774566474,0.22615606936416185,False,False,239,5075,4333,10849,2
NT_ANT_WAZ_NE2,NGA,Nigeria,2021,POSITIVE,baseline_latest,24.4,2021.0,,,35.1,2021.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5614754098360655,0.5614754098360655,False,False,286,4764,6586,10352,2
NT_ANT_WAZ_NE2,PAK,Pakistan,2018,POSITIVE,baseline_latest,23.1,2018.0,,,23.1,2018.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,280,4529,6347,12965,2
NT_ANT_WAZ_NE2,USA,United States,2018,POSITIVE,baseline_latest,0.4,2018.0,,,1.6,2018.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,False,268,10355,6438,16499,4
NT_ANT_WHZ_NE2,BGD,Bangladesh,2019,POSITIVE,baseline_latest,10.7,2022.0,,,10.7,2018.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.25,False,False,267,6282,5745,11606,2
NT_ANT_WHZ_NE2,BRA,Brazil,2019,POSITIVE,baseline_latest,3.4,2019.0,,,3.4,2019.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,276,4718,6210,9413,2
NT_ANT_WHZ_NE2,KEN,Kenya,2022,POSITIVE,baseline_latest,4.5,2022.0,,,4.5,2016.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,278,5124,6295,10403,2
NT_ANT_WHZ_NE2,MEX,Mexico,2019,POSITIVE,baseline_latest,1.0,2022.0,,,1.0,2022.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,255,5224,5880,10270,2
NT_ANT_WHZ_NE2,MEX,Mexico,2020,POSITIVE,baseline_latest,1.0,2022.0,,,1.0,2022.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,252,5224,5573,34382,2
NT_ANT_WHZ_NE2,MEX,Mexico,2021,POSITIVE,baseline_latest,1.0,2022.0,,,1.0,2022.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,270,5183,5288,9824,2
NT_ANT_WHZ_NE2,MEX,Mexico,2022,POSITIVE,baseline_latest,1.0,2022.0,,,1.0,2022.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,299,5193,6444,12093,2
NT_ANT_WHZ_NE2,MLI,Mali,2020,POSITIVE,baseline_latest,5.4,2024.0,,,5.4,2019.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False,False,265,5428,5272,12382,2
NT_ANT_WHZ_NE2,NGA,Nigeria,2018,POSITIVE,baseline_latest,11.6,2021.0,,,11.6,2020.0,0.0,0.0,0.0,0.0,1.0,0.75,1.0,0.75,False,False,264,5071,6067,13250,2
NT_ANT_WHZ_NE2,USA,United States,2022,POSITIVE,baseline_latest,0.1,2022.0,,,0.1,2022.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,False,False,296,5128,6535,9327,2
ED_CR_L1,BGD,Bangladesh,2020,HALLUCINATION_T1,direct,,2020.0,,2020.0,,2020.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,186,10516,4102,15230,4
ED_CR_L1,MEX,Mexico,2020,HALLUCINATION_T1,direct,,2020.0,,2020.0,,2020.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,153,10511,2780,15572,4
ED_CR_L1,NER,Niger,2020,HALLUCINATION_T1,direct,,2020.0,,2020.0,,2020.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,149,10526,3096,17852,4
MNCH_BIRTH18,BGD,Bangladesh,2017,HALLUCINATION_T1,direct,,2017.0,,2017.0,18.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,198,6433,4860,11626,5
MNCH_BIRTH18,ETH,Ethiopia,2022,HALLUCINATION_T1,direct,,2022.0,,2022.0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,216,7089,4858,11837,5
MNCH_BIRTH18,MLI,Mali,2016,HALLUCINATION_T1,direct,,2016.0,,2016.0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,186,7102,4403,13139,5
MNCH_BIRTH18,MLI,Mali,2017,HALLUCINATION_T1,direct,,2017.0,,2017.0,18.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,190,6433,4642,12124,5
MNCH_CSEC,BGD,Bangladesh,2017,HALLUCINATION_T1,direct,,2017.0,23.0,2017.0,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False,172,7109,4767,13067,5
MNCH_CSEC,BGD,Bangladesh,2020,HALLUCINATION_T1,direct,,2020.0,12.0,2020.0,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False,173,7094,5552,13143,5
MNCH_CSEC,CHN,China,2023,HALLUCINATION_T1,direct,,2023.0,,2023.0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,192,7110,4046,12119,5
MNCH_CSEC,DEU,Germany,2018,HALLUCINATION_T1,direct,,2018.0,29.1,2018.0,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False,122,7105,3947,11019,5
MNCH_CSEC,ETH,Ethiopia,2020,HALLUCINATION_T1,direct,,2020.0,10.0,2020.0,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False,197,7094,5268,9878,5
MNCH_CSEC,NER,Niger,2016,HALLUCINATION_T1,direct,,2016.0,1.5,2016.0,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False,127,7094,3218,9606,5
MNCH_CSEC,THA,Thailand,2024,HALLUCINATION_T1,direct,,2024.0,,2024.0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,215,7180,4728,10805,5
MNCH_CSEC,TUR,Turkiye,2022,HALLUCINATION_T1,direct,,2022.0,50.0,2022.0,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False,202,7131,3924,8899,5
MNCH_CSEC,USA,United States,2018,HALLUCINATION_T1,direct,,2018.0,31.9,2018.0,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False,118,7120,3108,8374,5
MNCH_CSEC,USA,United States,2020,HALLUCINATION_T1,direct,,2020.0,31.9,2020.0,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False,127,6907,2903,12326,5
