indicator_code,indicator_name,unit,domain,data_type,country_code,country_name,region,income,year,query_type,ground_truth_value,prompt_type,prompt_text,ground_truth_latest_year,ground_truth_latest_value
CME_MRM0,Neonatal mortality rate,"per 1,000 live births",CME,annual_modeled,ESP,Spain,ECA,HIC,2024,POSITIVE,1.72517412488702,baseline_latest,What is the latest available Neonatal mortality rate for Spain?,2024.0,1.72517412488702
CME_MRM0,Neonatal mortality rate,"per 1,000 live births",CME,annual_modeled,GHA,Ghana,WCA,LMC,2024,POSITIVE,18.0690279956635,baseline_latest,What is the latest available Neonatal mortality rate for Ghana?,2024.0,18.0690279956635
CME_MRM0,Neonatal mortality rate,"per 1,000 live births",CME,annual_modeled,ITA,Italy,ECA,HIC,2023,POSITIVE,1.80923670169259,baseline_latest,What is the latest available Neonatal mortality rate for Italy?,2024.0,1.80317632662344
CME_MRM0,Neonatal mortality rate,"per 1,000 live births",CME,annual_modeled,ITA,Italy,ECA,HIC,2024,POSITIVE,1.80317632662344,baseline_latest,What is the latest available Neonatal mortality rate for Italy?,2024.0,1.80317632662344
CME_MRM0,Neonatal mortality rate,"per 1,000 live births",CME,annual_modeled,KOR,South Korea,EAP,HIC,2023,POSITIVE,1.19783323542432,baseline_latest,What is the latest available Neonatal mortality rate for South Korea?,2024.0,1.16618006391678
CME_MRM0,Neonatal mortality rate,"per 1,000 live births",CME,annual_modeled,KOR,South Korea,EAP,HIC,2024,POSITIVE,1.16618006391678,direct,What was Neonatal mortality rate for South Korea in 2024?,,
CME_MRM0,Neonatal mortality rate,"per 1,000 live births",CME,annual_modeled,MOZ,Mozambique,ESA,LIC,2023,POSITIVE,25.5513217906723,baseline_latest,What is the latest available Neonatal mortality rate for Mozambique?,2024.0,25.0800364511959
CME_MRM0,Neonatal mortality rate,"per 1,000 live births",CME,annual_modeled,MOZ,Mozambique,ESA,LIC,2024,POSITIVE,25.0800364511959,direct,What was Neonatal mortality rate for Mozambique in 2024?,,
CME_MRM0,Neonatal mortality rate,"per 1,000 live births",CME,annual_modeled,NOR,Norway,ECA,HIC,2023,POSITIVE,1.39765270353692,direct,What was Neonatal mortality rate for Norway in 2023?,,
CME_MRM0,Neonatal mortality rate,"per 1,000 live births",CME,annual_modeled,NZL,New Zealand,EAP,HIC,2024,POSITIVE,2.67237094686667,baseline_latest,What is the latest available Neonatal mortality rate for New Zealand?,2024.0,2.67237094686667
CME_MRM0,Neonatal mortality rate,"per 1,000 live births",CME,annual_modeled,PHL,Philippines,EAP,LMC,2024,POSITIVE,13.6134575156777,direct,What was Neonatal mortality rate for Philippines in 2024?,,
CME_MRM0,Neonatal mortality rate,"per 1,000 live births",CME,annual_modeled,TCD,Chad,WCA,LIC,2023,POSITIVE,30.9391700016052,baseline_latest,What is the latest available Neonatal mortality rate for Chad?,2024.0,30.3878423920215
CME_MRM0,Neonatal mortality rate,"per 1,000 live births",CME,annual_modeled,TCD,Chad,WCA,LIC,2024,POSITIVE,30.3878423920215,direct,What was Neonatal mortality rate for Chad in 2024?,,
CME_MRM0,Neonatal mortality rate,"per 1,000 live births",CME,annual_modeled,VNM,Viet Nam,EAP,LMC,2023,POSITIVE,9.12162425664332,direct,What was Neonatal mortality rate for Viet Nam in 2023?,,
CME_MRM0,Neonatal mortality rate,"per 1,000 live births",CME,annual_modeled,VNM,Viet Nam,EAP,LMC,2024,POSITIVE,8.84247788671537,direct,What was Neonatal mortality rate for Viet Nam in 2024?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,BFA,Burkina Faso,WCA,LIC,2028,HALLUCINATION_T1,,direct,What was Infant mortality rate for Burkina Faso in 2028?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,COL,Colombia,LAC,UMC,2026,HALLUCINATION_T1,,direct,What was Infant mortality rate for Colombia in 2026?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,KOR,South Korea,EAP,HIC,2029,HALLUCINATION_T1,,direct,What was Infant mortality rate for South Korea in 2029?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,TCD,Chad,WCA,LIC,2027,HALLUCINATION_T1,,direct,What was Infant mortality rate for Chad in 2027?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,VNM,Viet Nam,EAP,LMC,2025,HALLUCINATION_T1,,direct,What was Infant mortality rate for Viet Nam in 2025?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,AND,Andorra,OTHER,HIC,2023,HALLUCINATION_T2,,baseline_latest,What is the latest available Infant mortality rate for Andorra?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,LIE,Liechtenstein,OTHER,HIC,2023,HALLUCINATION_T2,,baseline_latest,What is the latest available Infant mortality rate for Liechtenstein?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,MCO,Monaco,OTHER,HIC,2023,HALLUCINATION_T2,,baseline_latest,What is the latest available Infant mortality rate for Monaco?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,PLW,Palau,OTHER,HIC,2023,HALLUCINATION_T2,,baseline_latest,What is the latest available Infant mortality rate for Palau?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,SMR,San Marino,OTHER,HIC,2023,HALLUCINATION_T2,,baseline_latest,What is the latest available Infant mortality rate for San Marino?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,AFG,Afghanistan,SAR,LIC,2023,POSITIVE,49.9259451985725,baseline_latest,What is the latest available Infant mortality rate for Afghanistan?,2024.0,48.3147509339742
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,AFG,Afghanistan,SAR,LIC,2024,POSITIVE,48.3147509339742,baseline_latest,What is the latest available Infant mortality rate for Afghanistan?,2024.0,48.3147509339742
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,BFA,Burkina Faso,WCA,LIC,2023,POSITIVE,44.8655239109236,direct,What was Infant mortality rate for Burkina Faso in 2023?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,BFA,Burkina Faso,WCA,LIC,2024,POSITIVE,43.6343403495522,baseline_latest,What is the latest available Infant mortality rate for Burkina Faso?,2024.0,43.6343403495522
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,CAN,Canada,NAM,HIC,2023,POSITIVE,4.66779414394299,direct,What was Infant mortality rate for Canada in 2023?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,CAN,Canada,NAM,HIC,2024,POSITIVE,4.71676387301055,direct,What was Infant mortality rate for Canada in 2024?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,COL,Colombia,LAC,UMC,2023,POSITIVE,10.8194031148172,direct,What was Infant mortality rate for Colombia in 2023?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,EGY,Egypt,MNA,LMC,2023,POSITIVE,21.319417699013,direct,What was Infant mortality rate for Egypt in 2023?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,EGY,Egypt,MNA,LMC,2024,POSITIVE,20.8340581481702,baseline_latest,What is the latest available Infant mortality rate for Egypt?,2024.0,20.8340581481702
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,GHA,Ghana,WCA,LMC,2024,POSITIVE,27.516529706122,baseline_latest,What is the latest available Infant mortality rate for Ghana?,2024.0,27.516529706122
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,IDN,Indonesia,EAP,UMC,2024,POSITIVE,15.1747538529746,baseline_latest,What is the latest available Infant mortality rate for Indonesia?,2024.0,15.1747538529746
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,IRQ,Iraq,MNA,UMC,2024,POSITIVE,20.1357132210792,direct,What was Infant mortality rate for Iraq in 2024?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,KOR,South Korea,EAP,HIC,2024,POSITIVE,2.32839614253358,direct,What was Infant mortality rate for South Korea in 2024?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,MDG,Madagascar,ESA,LIC,2023,POSITIVE,43.6897322204431,baseline_latest,What is the latest available Infant mortality rate for Madagascar?,2024.0,42.9665328846013
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,MDG,Madagascar,ESA,LIC,2024,POSITIVE,42.9665328846013,baseline_latest,What is the latest available Infant mortality rate for Madagascar?,2024.0,42.9665328846013
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,MOZ,Mozambique,ESA,LIC,2024,POSITIVE,43.7201550631917,direct,What was Infant mortality rate for Mozambique in 2024?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,NZL,New Zealand,EAP,HIC,2024,POSITIVE,4.02168987310967,baseline_latest,What is the latest available Infant mortality rate for New Zealand?,2024.0,4.02168987310967
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,PHL,Philippines,EAP,LMC,2023,POSITIVE,22.0405342991839,direct,What was Infant mortality rate for Philippines in 2023?,,
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,TCD,Chad,WCA,LIC,2023,POSITIVE,57.9651706112122,baseline_latest,What is the latest available Infant mortality rate for Chad?,2024.0,56.2625122359435
CME_MRY0,Infant mortality rate,"per 1,000 live births",CME,annual_modeled,VNM,Viet Nam,EAP,LMC,2023,POSITIVE,12.4282172305478,direct,What was Infant mortality rate for Viet Nam in 2023?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,AFG,Afghanistan,SAR,LIC,2028,HALLUCINATION_T1,,direct,What was Under-five mortality rate for Afghanistan in 2028?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COL,Colombia,LAC,UMC,2026,HALLUCINATION_T1,,direct,What was Under-five mortality rate for Colombia in 2026?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MDG,Madagascar,ESA,LIC,2027,HALLUCINATION_T1,,direct,What was Under-five mortality rate for Madagascar in 2027?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,PHL,Philippines,EAP,LMC,2025,HALLUCINATION_T1,,direct,What was Under-five mortality rate for Philippines in 2025?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,VNM,Viet Nam,EAP,LMC,2029,HALLUCINATION_T1,,direct,What was Under-five mortality rate for Viet Nam in 2029?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,AND,Andorra,OTHER,HIC,2023,HALLUCINATION_T2,,baseline_latest,What is the latest available Under-five mortality rate for Andorra?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,LIE,Liechtenstein,OTHER,HIC,2023,HALLUCINATION_T2,,baseline_latest,What is the latest available Under-five mortality rate for Liechtenstein?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MCO,Monaco,OTHER,HIC,2023,HALLUCINATION_T2,,baseline_latest,What is the latest available Under-five mortality rate for Monaco?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,PLW,Palau,OTHER,HIC,2023,HALLUCINATION_T2,,baseline_latest,What is the latest available Under-five mortality rate for Palau?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,SMR,San Marino,OTHER,HIC,2023,HALLUCINATION_T2,,baseline_latest,What is the latest available Under-five mortality rate for San Marino?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,AFG,Afghanistan,SAR,LIC,2024,POSITIVE,53.0320211332446,direct,What was Under-five mortality rate for Afghanistan in 2024?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,BFA,Burkina Faso,WCA,LIC,2023,POSITIVE,77.3590276942138,baseline_latest,What is the latest available Under-five mortality rate for Burkina Faso?,2024.0,74.8904128304467
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,BFA,Burkina Faso,WCA,LIC,2024,POSITIVE,74.8904128304467,baseline_latest,What is the latest available Under-five mortality rate for Burkina Faso?,2024.0,74.8904128304467
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,CAN,Canada,NAM,HIC,2023,POSITIVE,5.37095036564594,baseline_latest,What is the latest available Under-five mortality rate for Canada?,2024.0,5.42692590637853
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,COL,Colombia,LAC,UMC,2024,POSITIVE,11.5409091968491,baseline_latest,What is the latest available Under-five mortality rate for Colombia?,2024.0,11.5409091968491
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,EGY,Egypt,MNA,LMC,2023,POSITIVE,22.9298862874413,direct,What was Under-five mortality rate for Egypt in 2023?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,EGY,Egypt,MNA,LMC,2024,POSITIVE,22.3738314617559,direct,What was Under-five mortality rate for Egypt in 2024?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ESP,Spain,ECA,HIC,2024,POSITIVE,3.19282685217039,baseline_latest,What is the latest available Under-five mortality rate for Spain?,2024.0,3.19282685217039
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,IDN,Indonesia,EAP,UMC,2024,POSITIVE,17.6884463213739,baseline_latest,What is the latest available Under-five mortality rate for Indonesia?,2024.0,17.6884463213739
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,IRQ,Iraq,MNA,UMC,2023,POSITIVE,22.5297091617667,direct,What was Under-five mortality rate for Iraq in 2023?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,IRQ,Iraq,MNA,UMC,2024,POSITIVE,21.8418470104849,direct,What was Under-five mortality rate for Iraq in 2024?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ITA,Italy,ECA,HIC,2024,POSITIVE,2.7015485271575,direct,What was Under-five mortality rate for Italy in 2024?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MDG,Madagascar,ESA,LIC,2023,POSITIVE,63.6302284299462,baseline_latest,What is the latest available Under-five mortality rate for Madagascar?,2024.0,62.4018798363122
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,MOZ,Mozambique,ESA,LIC,2023,POSITIVE,61.6510879640598,direct,What was Under-five mortality rate for Mozambique in 2023?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,NOR,Norway,ECA,HIC,2023,POSITIVE,2.43770983984375,direct,What was Under-five mortality rate for Norway in 2023?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,NZL,New Zealand,EAP,HIC,2023,POSITIVE,4.85307547793419,direct,What was Under-five mortality rate for New Zealand in 2023?,,
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,NZL,New Zealand,EAP,HIC,2024,POSITIVE,4.73838501633088,baseline_latest,What is the latest available Under-five mortality rate for New Zealand?,2024.0,4.73838501633088
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,TCD,Chad,WCA,LIC,2024,POSITIVE,97.257531378838,baseline_latest,What is the latest available Under-five mortality rate for Chad?,2024.0,97.257531378838
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,VNM,Viet Nam,EAP,LMC,2024,POSITIVE,17.2729699881185,baseline_latest,What is the latest available Under-five mortality rate for Viet Nam?,2024.0,17.2729699881185
CME_MRY0T4,Under-five mortality rate,"per 1,000 live births",CME,annual_modeled,ZAF,South Africa,ESA,UMC,2024,POSITIVE,35.0646906268431,direct,What was Under-five mortality rate for South Africa in 2024?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,COL,Colombia,LAC,UMC,2028,HALLUCINATION_T1,,direct,What was Child mortality rate (aged 1-4 years) for Colombia in 2028?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,IDN,Indonesia,EAP,UMC,2025,HALLUCINATION_T1,,direct,What was Child mortality rate (aged 1-4 years) for Indonesia in 2025?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,PER,Peru,LAC,UMC,2026,HALLUCINATION_T1,,direct,What was Child mortality rate (aged 1-4 years) for Peru in 2026?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,VNM,Viet Nam,EAP,LMC,2027,HALLUCINATION_T1,,direct,What was Child mortality rate (aged 1-4 years) for Viet Nam in 2027?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,ZAF,South Africa,ESA,UMC,2029,HALLUCINATION_T1,,direct,What was Child mortality rate (aged 1-4 years) for South Africa in 2029?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,AND,Andorra,OTHER,HIC,2023,HALLUCINATION_T2,,baseline_latest,What is the latest available Child mortality rate (aged 1-4 years) for Andorra?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,LIE,Liechtenstein,OTHER,HIC,2023,HALLUCINATION_T2,,baseline_latest,What is the latest available Child mortality rate (aged 1-4 years) for Liechtenstein?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,MCO,Monaco,OTHER,HIC,2023,HALLUCINATION_T2,,baseline_latest,What is the latest available Child mortality rate (aged 1-4 years) for Monaco?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,PLW,Palau,OTHER,HIC,2023,HALLUCINATION_T2,,baseline_latest,What is the latest available Child mortality rate (aged 1-4 years) for Palau?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,SMR,San Marino,OTHER,HIC,2023,HALLUCINATION_T2,,baseline_latest,What is the latest available Child mortality rate (aged 1-4 years) for San Marino?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,AFG,Afghanistan,SAR,LIC,2024,POSITIVE,4.95675456174971,baseline_latest,What is the latest available Child mortality rate (aged 1-4 years) for Afghanistan?,2024.0,4.95675456174971
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,BFA,Burkina Faso,WCA,LIC,2024,POSITIVE,32.6821359395142,baseline_latest,What is the latest available Child mortality rate (aged 1-4 years) for Burkina Faso?,2024.0,32.6821359395142
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,CAN,Canada,NAM,HIC,2024,POSITIVE,0.713527574453698,baseline_latest,What is the latest available Child mortality rate (aged 1-4 years) for Canada?,2024.0,0.713527574453698
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,EGY,Egypt,MNA,LMC,2023,POSITIVE,1.64555077270767,direct,What was Child mortality rate (aged 1-4 years) for Egypt in 2023?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,EGY,Egypt,MNA,LMC,2024,POSITIVE,1.57253561197446,direct,What was Child mortality rate (aged 1-4 years) for Egypt in 2024?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,ESP,Spain,ECA,HIC,2024,POSITIVE,0.573054594855682,baseline_latest,What is the latest available Child mortality rate (aged 1-4 years) for Spain?,2024.0,0.573054594855682
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,GHA,Ghana,WCA,LMC,2024,POSITIVE,8.5976755455186,baseline_latest,What is the latest available Child mortality rate (aged 1-4 years) for Ghana?,2024.0,8.5976755455186
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,IDN,Indonesia,EAP,UMC,2023,POSITIVE,2.68376882359117,direct,What was Child mortality rate (aged 1-4 years) for Indonesia in 2023?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,IDN,Indonesia,EAP,UMC,2024,POSITIVE,2.55242488780077,direct,What was Child mortality rate (aged 1-4 years) for Indonesia in 2024?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,ITA,Italy,ECA,HIC,2023,POSITIVE,0.417720477991268,direct,What was Child mortality rate (aged 1-4 years) for Italy in 2023?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,KOR,South Korea,EAP,HIC,2023,POSITIVE,0.48326308620017,direct,What was Child mortality rate (aged 1-4 years) for South Korea in 2023?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,KOR,South Korea,EAP,HIC,2024,POSITIVE,0.468655711456212,baseline_latest,What is the latest available Child mortality rate (aged 1-4 years) for South Korea?,2024.0,0.468655711456212
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,MDG,Madagascar,ESA,LIC,2023,POSITIVE,20.8514923283248,baseline_latest,What is the latest available Child mortality rate (aged 1-4 years) for Madagascar?,2024.0,20.3079073194488
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,NOR,Norway,ECA,HIC,2023,POSITIVE,0.435299626746988,direct,What was Child mortality rate (aged 1-4 years) for Norway in 2023?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,PER,Peru,LAC,UMC,2023,POSITIVE,2.02443025155657,direct,What was Child mortality rate (aged 1-4 years) for Peru in 2023?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,PER,Peru,LAC,UMC,2024,POSITIVE,1.94286900825497,baseline_latest,What is the latest available Child mortality rate (aged 1-4 years) for Peru?,2024.0,1.94286900825497
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,PHL,Philippines,EAP,LMC,2024,POSITIVE,4.89935925611001,baseline_latest,What is the latest available Child mortality rate (aged 1-4 years) for Philippines?,2024.0,4.89935925611001
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,TCD,Chad,WCA,LIC,2023,POSITIVE,45.2385122802453,baseline_latest,What is the latest available Child mortality rate (aged 1-4 years) for Chad?,2024.0,43.4390068034615
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,TCD,Chad,WCA,LIC,2024,POSITIVE,43.4390068034615,direct,What was Child mortality rate (aged 1-4 years) for Chad in 2024?,,
CME_MRY1T4,Child mortality rate (aged 1-4 years),"per 1,000 children aged 1",CME,annual_modeled,VNM,Viet Nam,EAP,LMC,2024,POSITIVE,5.32603612699334,direct,What was Child mortality rate (aged 1-4 years) for Viet Nam in 2024?,,
ED_CR_L1,Completion rate for children of primary school age,percentage,EDUCATION,admin_survey,COL,Colombia,LAC,UMC,2028,HALLUCINATION_T1,,direct,What was Completion rate for children of primary school age for Colombia in 2028?,,
ED_CR_L1,Completion rate for children of primary school age,percentage,EDUCATION,admin_survey,ITA,Italy,ECA,HIC,2025,HALLUCINATION_T1,,direct,What was Completion rate for children of primary school age for Italy in 2025?,,
ED_CR_L1,Completion rate for children of primary school age,percentage,EDUCATION,admin_survey,KOR,South Korea,EAP,HIC,2029,HALLUCINATION_T1,,direct,What was Completion rate for children of primary school age for South Korea in 2029?,,
ED_CR_L1,Completion rate for children of primary school age,percentage,EDUCATION,admin_survey,MDG,Madagascar,ESA,LIC,2027,HALLUCINATION_T1,,direct,What was Completion rate for children of primary school age for Madagascar in 2027?,,
